,mean_abs_shap
Revenue,0.0021400505934090217
Accounts_Receivable,0.0013485050822432854
DSO,0.0013346438678904682
Inventory,0.0010985177928741902
AP_Days,0.001060784487135966
Inventory_Turnover,0.0009446466182879405
Current_Ratio,0.0009277051340789418
Operating_Margin,0.000603477493540881
ΔAR_t,0.0003899972496025277
ΔInventory_t,0.00032730791039424257
Accounts_Payable,0.0002884906625713646
Operating_Income,0.0002861804601792284
ΔAP_t,0.0001608017817626582
